,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
4,2019-09-21,15:00,Serie A,Matchweek 4,Sat,Away,W,1,0,Udinese,0.8,0.6,43.0,19611.0,Dimitri Bisoli,4-3-1-2,Paolo Valeri,Match Report,,9.0,4.0,23.0,0.0,0,0,2020,Brescia
5,2019-09-24,21:00,Serie A,Matchweek 5,Tue,Home,L,1,2,Juventus,0.7,1.7,33.0,14000.0,Dimitri Bisoli,4-3-1-2,Fabrizio Pasqua,Match Report,,16.0,3.0,19.4,2.0,0,0,2020,Brescia
6,2019-09-29,12:30,Serie A,Matchweek 6,Sun,Away,L,1,2,Napoli,1.1,2.0,45.0,45770.0,Dimitri Bisoli,4-3-1-2,Gianluca Manganiello,Match Report,,16.0,3.0,15.2,1.0,0,0,2020,Brescia
7,2019-10-21,21:00,Serie A,Matchweek 8,Mon,Home,D,0,0,Fiorentina,0.5,0.8,46.0,16000.0,Dimitri Bisoli,4-3-1-2,Giampaolo Calvarese,Match Report,,3.0,1.0,13.6,0.0,0,0,2020,Brescia
8,2019-10-26,20:45,Serie A,Matchweek 9,Sat,Away,L,1,3,Genoa,1.2,1.1,38.0,20949.0,Dimitri Bisoli,4-3-1-2,Rosario Abisso,Match Report,,7.0,2.0,19.1,2.0,0,0,2020,Brescia
9,2019-10-29,21:00,Serie A,Matchweek 10,Tue,Home,L,1,2,Inter,1.8,0.8,43.0,16500.0,Daniele Gastaldello,5-3-2,Michael Fabbri,Match Report,,15.0,6.0,14.2,0.0,0,0,2020,Brescia
10,2019-11-03,15:00,Serie A,Matchweek 11,Sun,Away,L,1,2,Hellas Verona,0.9,0.9,48.0,16525.0,Dimitri Bisoli,3-1-4-2,Maurizio Mariani,Match Report,,16.0,5.0,18.8,2.0,0,0,2020,Brescia
11,2019-11-09,15:00,Serie A,Matchweek 12,Sat,Home,L,0,4,Torino,0.6,3.3,44.0,13500.0,Dimitri Bisoli,4-3-1-2,Marco Guida,Match Report,,9.0,3.0,17.0,1.0,0,0,2020,Brescia
12,2019-11-24,15:00,Serie A,Matchweek 13,Sun,Away,L,0,3,Roma,0.4,2.2,41.0,33695.0,Ernesto Torregrossa,4-3-1-2,Marco Di Bello,Match Report,,8.0,2.0,22.4,0.0,0,0,2020,Brescia
13,2019-11-30,15:00,Serie A,Matchweek 14,Sat,Home,L,0,3,Atalanta,1.2,2.7,32.0,14000.0,Ernesto Torregrossa,3-5-2,Daniele Doveri,Match Report,,15.0,4.0,22.2,3.0,0,0,2020,Brescia
14,2019-12-08,15:00,Serie A,Matchweek 15,Sun,Away,W,1,0,SPAL,1.9,2.2,36.0,12442.0,Ernesto Torregrossa,4-1-2-1-2◆,Daniele Orsato,Match Report,,12.0,5.0,20.3,1.0,0,0,2020,Brescia
15,2019-12-14,15:00,Serie A,Matchweek 16,Sat,Home,W,3,0,Lecce,3.6,1.3,39.0,13131.0,Ernesto Torregrossa,4-3-1-2,Massimiliano Irrati,Match Report,,13.0,9.0,12.7,2.0,0,0,2020,Brescia
16,2019-12-18,20:45,Serie A,Matchweek 7,Wed,Home,L,0,2,Sassuolo,1.5,0.6,34.0,14574.0,Ernesto Torregrossa,4-3-1-2,Marco Di Bello,Match Report,,19.0,6.0,14.1,0.0,0,0,2020,Brescia
17,2019-12-22,15:00,Serie A,Matchweek 17,Sun,Away,D,1,1,Parma,2.0,0.9,47.0,16686.0,Ernesto Torregrossa,4-3-1-2,Francesco Fourneau,Match Report,,12.0,4.0,16.9,1.0,0,0,2020,Brescia
18,2020-01-05,12:30,Serie A,Matchweek 18,Sun,Home,L,1,2,Lazio,0.3,1.9,37.0,14370.0,Ernesto Torregrossa,4-3-1-2,Gianluca Manganiello,Match Report,,6.0,3.0,17.9,0.0,0,0,2020,Brescia
19,2020-01-12,15:00,Serie A,Matchweek 19,Sun,Away,L,1,5,Sampdoria,0.9,2.7,47.0,20117.0,Ernesto Torregrossa,4-3-1-2,Giampaolo Calvarese,Match Report,,11.0,4.0,19.5,3.0,0,0,2020,Brescia
20,2020-01-19,15:00,Serie A,Matchweek 20,Sun,Home,D,2,2,Cagliari,1.4,3.7,45.0,12133.0,Ernesto Torregrossa,4-3-1-2,Antonio Giua,Match Report,,11.0,5.0,17.8,1.0,0,0,2020,Brescia
21,2020-01-24,20:45,Serie A,Matchweek 21,Fri,Home,L,0,1,Milan,1.2,2.1,52.0,19451.0,Ernesto Torregrossa,4-3-1-2,Paolo Valeri,Match Report,,18.0,7.0,17.3,1.0,0,0,2020,Brescia
22,2020-02-01,15:00,Serie A,Matchweek 22,Sat,Away,L,1,2,Bologna,0.9,2.0,36.0,21665.0,Ernesto Torregrossa,4-3-1-2,Daniele Doveri,Match Report,,2.0,0.0,23.4,0.0,1,1,2020,Brescia
23,2020-02-09,15:00,Serie A,Matchweek 23,Sun,Home,D,1,1,Udinese,0.6,2.3,40.0,13586.0,Mario Balotelli,4-3-1-2,Marco Piccinini,Match Report,,8.0,5.0,18.2,0.0,0,0,2020,Brescia
24,2020-02-16,15:00,Serie A,Matchweek 24,Sun,Away,L,0,2,Juventus,0.3,2.6,32.0,40841.0,Mario Balotelli,4-3-2-1,Daniele Chiffi,Match Report,,5.0,2.0,22.2,1.0,0,0,2020,Brescia
25,2020-02-21,20:45,Serie A,Matchweek 25,Fri,Home,L,1,2,Napoli,1.2,1.5,28.0,14703.0,Mario Balotelli,4-3-2-1,Daniele Orsato,Match Report,,10.0,1.0,15.0,0.0,0,0,2020,Brescia
26,2020-03-09,18:30,Serie A,Matchweek 26,Mon,Away,L,0,3,Sassuolo,0.5,1.8,30.0,,Mario Balotelli,4-3-2-1,Gianluca Manganiello,Match Report,,10.0,4.0,20.9,2.0,0,0,2020,Brescia
27,2020-06-22,19:30,Serie A,Matchweek 27,Mon,Away,D,1,1,Fiorentina,1.2,2.3,42.0,,Daniele Dessena,4-3-1-2,Federico La Penna,Match Report,,5.0,2.0,22.2,0.0,1,1,2020,Brescia
28,2020-06-27,17:15,Serie A,Matchweek 28,Sat,Home,D,2,2,Genoa,1.5,2.4,46.0,,Ernesto Torregrossa,4-3-1-2,Massimiliano Irrati,Match Report,,10.0,4.0,15.5,1.0,0,0,2020,Brescia
29,2020-07-01,19:30,Serie A,Matchweek 29,Wed,Away,L,0,6,Inter,0.5,3.7,39.0,,Daniele Dessena,4-3-1-2,Gianluca Manganiello,Match Report,,8.0,1.0,21.5,0.0,0,0,2020,Brescia
30,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Home,W,2,0,Hellas Verona,1.4,0.7,37.0,,Ernesto Torregrossa,4-2-3-1,Marco Piccinini,Match Report,,11.0,4.0,15.3,1.0,0,0,2020,Brescia
31,2020-07-08,21:45,Serie A,Matchweek 31,Wed,Away,L,1,3,Torino,1.4,1.9,43.0,,Ernesto Torregrossa,4-4-2,Daniele Doveri,Match Report,,15.0,5.0,15.7,0.0,0,0,2020,Brescia
32,2020-07-11,19:30,Serie A,Matchweek 32,Sat,Home,L,0,3,Roma,1.2,2.8,40.0,,Ernesto Torregrossa,4-3-3,Giampaolo Calvarese,Match Report,,11.0,4.0,14.6,0.0,0,0,2020,Brescia
33,2020-07-14,21:45,Serie A,Matchweek 33,Tue,Away,L,2,6,Atalanta,1.0,1.8,32.0,,Ernesto Torregrossa,4-4-2,Gianluca Manganiello,Match Report,,6.0,4.0,14.8,0.0,0,0,2020,Brescia
34,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Home,W,2,1,SPAL,1.3,1.7,52.0,,Ernesto Torregrossa,4-4-2,Eugenio Abbattista,Match Report,,17.0,3.0,21.1,3.0,0,0,2020,Brescia
35,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Away,L,1,3,Lecce,1.0,2.7,45.0,,Ernesto Torregrossa,4-4-2,Fabio Maresca,Match Report,,16.0,3.0,17.5,1.0,0,0,2020,Brescia
36,2020-07-25,17:15,Serie A,Matchweek 36,Sat,Home,L,1,2,Parma,1.7,1.6,43.0,,Daniele Gastaldello,4-4-2,Lorenzo Maggioni,Match Report,,12.0,7.0,15.2,0.0,0,0,2020,Brescia
37,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Away,L,0,2,Lazio,0.7,3.5,39.0,,Daniele Gastaldello,4-4-2,Luca Massimi,Match Report,,13.0,2.0,18.0,0.0,0,0,2020,Brescia
38,2020-08-01,18:00,Serie A,Matchweek 38,Sat,Home,D,1,1,Sampdoria,1.7,1.9,52.0,,Daniele Gastaldello,4-4-2,Michael Fabbri,Match Report,,15.0,3.0,22.2,2.0,1,1,2020,Brescia
1,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Home,L,2,3,Atalanta,1.6,1.8,41.0,11706.0,Felipe dal Belo,3-5-2,Gianluca Manganiello,Match Report,,9.0,3.0,18.8,0.0,0,0,2020,SPAL
2,2019-08-30,20:45,Serie A,Matchweek 2,Fri,Away,L,0,1,Bologna,0.8,4.0,43.0,25086.0,Felipe dal Belo,3-5-2,Marco Di Bello,Match Report,,9.0,1.0,19.2,0.0,0,0,2020,SPAL
3,2019-09-15,15:00,Serie A,Matchweek 3,Sun,Home,W,2,1,Lazio,1.3,1.4,46.0,13650.0,Francesco Vicari,3-5-2,Giampaolo Calvarese,Match Report,,17.0,3.0,19.3,0.0,0,0,2020,SPAL
4,2019-09-22,12:30,Serie A,Matchweek 4,Sun,Away,L,0,3,Sassuolo,1.1,1.6,46.0,10937.0,Francesco Vicari,3-5-2,Maurizio Mariani,Match Report,,13.0,3.0,21.0,2.0,0,0,2020,SPAL
5,2019-09-25,21:00,Serie A,Matchweek 5,Wed,Home,L,1,3,Lecce,1.0,2.2,58.0,13292.0,Sergio Floccari,3-5-2,Gianluca Rocchi,Match Report,,18.0,6.0,19.6,2.0,0,0,2020,SPAL
6,2019-09-28,15:00,Serie A,Matchweek 6,Sat,Away,L,0,2,Juventus,0.2,2.0,33.0,38995.0,Francesco Vicari,3-5-2,Marco Piccinini,Match Report,,5.0,1.0,17.8,0.0,0,0,2020,SPAL
7,2019-10-05,15:00,Serie A,Matchweek 7,Sat,Home,W,1,0,Parma,1.2,0.4,47.0,11776.0,Sergio Floccari,3-5-2,Marco Guida,Match Report,,16.0,7.0,17.8,0.0,0,0,2020,SPAL
8,2019-10-20,15:00,Serie A,Matchweek 8,Sun,Away,L,0,2,Cagliari,0.7,1.0,56.0,15713.0,Sergio Floccari,3-5-2,Daniele Chiffi,Match Report,,12.0,5.0,17.8,1.0,0,0,2020,SPAL
9,2019-10-27,15:00,Serie A,Matchweek 9,Sun,Home,D,1,1,Napoli,0.7,0.8,32.0,14726.0,Francesco Vicari,3-5-2,Federico La Penna,Match Report,,10.0,2.0,16.1,1.0,0,0,2020,SPAL
10,2019-10-31,21:00,Serie A,Matchweek 10,Thu,Away,L,0,1,Milan,0.5,2.0,44.0,46475.0,Sergio Floccari,3-5-2,Marco Piccinini,Match Report,,10.0,2.0,24.1,1.0,0,0,2020,SPAL
11,2019-11-04,20:45,Serie A,Matchweek 11,Mon,Home,L,0,1,Sampdoria,0.6,0.8,58.0,11617.0,Francesco Vicari,3-5-2,Daniele Chiffi,Match Report,,14.0,3.0,14.8,0.0,0,0,2020,SPAL
12,2019-11-10,15:00,Serie A,Matchweek 12,Sun,Away,D,0,0,Udinese,2.1,1.7,45.0,21621.0,Felipe dal Belo,3-5-2,Davide Massa,Match Report,,16.0,2.0,18.2,0.0,0,1,2020,SPAL
13,2019-11-25,20:45,Serie A,Matchweek 13,Mon,Home,D,1,1,Genoa,2.5,1.5,41.0,12423.0,Felipe dal Belo,3-5-2,Piero Giacomelli,Match Report,,15.0,5.0,19.6,2.0,1,1,2020,SPAL
14,2019-12-01,15:00,Serie A,Matchweek 14,Sun,Away,L,1,2,Inter,1.2,1.9,45.0,61221.0,Francesco Vicari,3-5-2,Massimiliano Irrati,Match Report,,12.0,3.0,16.3,0.0,0,0,2020,SPAL
16,2019-12-08,15:00,Serie A,Matchweek 15,Sun,Home,L,0,1,Brescia,2.2,1.9,64.0,12442.0,Francesco Vicari,4-2-3-1,Daniele Orsato,Match Report,,18.0,2.0,19.6,2.0,0,1,2020,SPAL
17,2019-12-15,18:00,Serie A,Matchweek 16,Sun,Away,L,1,3,Roma,1.1,3.3,33.0,34761.0,Felipe dal Belo,3-5-2,Antonio Giua,Match Report,,6.0,2.0,21.6,1.0,1,1,2020,SPAL
18,2019-12-21,20:45,Serie A,Matchweek 17,Sat,Away,W,2,1,Torino,1.0,1.4,51.0,18553.0,Francesco Vicari,3-5-2,Michael Fabbri,Match Report,,12.0,4.0,15.9,0.0,0,0,2020,SPAL
19,2020-01-05,15:00,Serie A,Matchweek 18,Sun,Home,L,0,2,Hellas Verona,1.7,2.1,55.0,14078.0,Francesco Vicari,3-5-2,Marco Guida,Match Report,,19.0,2.0,17.7,0.0,0,0,2020,SPAL
20,2020-01-12,15:00,Serie A,Matchweek 19,Sun,Away,L,0,1,Fiorentina,1.0,1.8,59.0,33970.0,Felipe dal Belo,3-5-2,Daniele Doveri,Match Report,,9.0,1.0,18.8,0.0,0,0,2020,SPAL
22,2020-01-20,20:45,Serie A,Matchweek 20,Mon,Away,W,2,1,Atalanta,1.3,2.5,43.0,16636.0,Francesco Vicari,3-5-2,Federico La Penna,Match Report,,15.0,5.0,19.4,0.0,0,0,2020,SPAL
23,2020-01-25,15:00,Serie A,Matchweek 21,Sat,Home,L,1,3,Bologna,1.8,2.0,55.0,12622.0,Francesco Vicari,3-5-2,Michael Fabbri,Match Report,,19.0,3.0,24.0,1.0,1,1,2020,SPAL
24,2020-02-02,15:00,Serie A,Matchweek 22,Sun,Away,L,1,5,Lazio,0.9,2.3,46.0,4000.0,Sergio Floccari,3-5-2,Antonio Giua,Match Report,,14.0,4.0,19.4,0.0,0,0,2020,SPAL
25,2020-02-09,12:30,Serie A,Matchweek 23,Sun,Home,L,1,2,Sassuolo,1.4,2.3,38.0,12988.0,Francesco Vicari,3-5-2,Piero Giacomelli,Match Report,,11.0,3.0,18.8,1.0,0,0,2020,SPAL
26,2020-02-15,15:00,Serie A,Matchweek 24,Sat,Away,L,1,2,Lecce,1.6,1.6,52.0,24129.0,Simone Missiroli,4-3-1-2,Marco Guida,Match Report,,22.0,5.0,19.0,1.0,0,0,2020,SPAL
27,2020-02-22,18:00,Serie A,Matchweek 25,Sat,Home,L,1,2,Juventus,1.2,2.0,45.0,15262.0,Simone Missiroli,4-3-3,Federico La Penna,Match Report,,11.0,4.0,22.5,0.0,1,1,2020,SPAL
28,2020-03-08,13:30,Serie A,Matchweek 26,Sun,Away,W,1,0,Parma,1.2,1.3,47.0,,Francesco Vicari,4-2-3-1,Luca Pairetto,Match Report,,8.0,2.0,22.4,0.0,1,1,2020,SPAL
29,2020-06-23,19:30,Serie A,Matchweek 27,Tue,Home,L,0,1,Cagliari,1.1,1.5,51.0,,Francesco Vicari,4-3-3,Rosario Abisso,Match Report,,11.0,3.0,19.6,0.0,0,0,2020,SPAL
30,2020-06-28,19:30,Serie A,Matchweek 28,Sun,Away,L,1,3,Napoli,0.5,1.9,33.0,,Francesco Vicari,4-4-2,Luca Pairetto,Match Report,,6.0,3.0,20.6,0.0,0,0,2020,SPAL
31,2020-07-01,21:45,Serie A,Matchweek 29,Wed,Home,D,2,2,Milan,0.3,1.8,30.0,,Sergio Floccari,3-5-2,Maurizio Mariani,Match Report,,5.0,3.0,19.9,0.0,0,0,2020,SPAL
32,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Away,L,0,3,Sampdoria,1.4,1.2,61.0,,Sergio Floccari,4-4-2,Piero Giacomelli,Match Report,,16.0,4.0,15.6,0.0,0,0,2020,SPAL
33,2020-07-09,19:30,Serie A,Matchweek 31,Thu,Home,L,0,3,Udinese,0.5,1.4,52.0,,Felipe dal Belo,4-1-4-1,Daniele Chiffi,Match Report,,14.0,2.0,22.6,0.0,0,0,2020,SPAL
34,2020-07-12,17:15,Serie A,Matchweek 32,Sun,Away,L,0,2,Genoa,0.1,2.6,45.0,,Sergio Floccari,4-4-2,Marco Guida,Match Report,,3.0,0.0,30.5,0.0,0,0,2020,SPAL
35,2020-07-16,21:45,Serie A,Matchweek 33,Thu,Home,L,0,4,Inter,0.8,2.2,39.0,,Francesco Vicari,4-4-2,Antonio Giua,Match Report,,12.0,0.0,21.5,2.0,0,0,2020,SPAL
36,2020-07-19,19:30,Serie A,Matchweek 34,Sun,Away,L,1,2,Brescia,1.7,1.3,48.0,,Francesco Vicari,4-4-2,Eugenio Abbattista,Match Report,,15.0,6.0,16.0,1.0,0,0,2020,SPAL
37,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Home,L,1,6,Roma,0.8,1.6,46.0,,Mirko Valdifiori,4-1-4-1,Gianluca Manganiello,Match Report,,11.0,3.0,19.3,2.0,0,0,2020,SPAL
38,2020-07-26,19:30,Serie A,Matchweek 36,Sun,Home,D,1,1,Torino,0.4,1.7,56.0,,Francesco Vicari,3-5-2,Rosario Abisso,Match Report,,7.0,1.0,18.9,0.0,0,0,2020,SPAL
39,2020-07-29,19:30,Serie A,Matchweek 37,Wed,Away,L,0,3,Hellas Verona,0.7,2.0,46.0,,Mattia Valoti,4-5-1,Simone Sozza,Match Report,,14.0,5.0,22.1,3.0,0,0,2020,SPAL
40,2020-08-02,18:00,Serie A,Matchweek 38,Sun,Home,L,1,3,Fiorentina,0.5,2.3,51.0,,Francesco Vicari,4-4-1-1,Alessandro Prontera,Match Report,,8.0,4.0,22.2,0.0,0,0,2020,SPAL
0,2018-08-18,18:00,Serie A,Matchweek 1,Sat,Away,W,3,2,Chievo,3.1,1.1,72.0,29500.0,Giorgio Chiellini,4-2-3-1,Fabrizio Pasqua,Match Report,,27.0,10.0,17.1,1.0,0,0,2019,Juventus
1,2018-08-25,18:00,Serie A,Matchweek 2,Sat,Home,W,2,0,Lazio,1.6,0.3,55.0,40171.0,Giorgio Chiellini,4-3-3,Massimiliano Irrati,Match Report,,16.0,7.0,19.2,1.0,0,0,2019,Juventus
2,2018-09-01,20:30,Serie A,Matchweek 3,Sat,Away,W,2,1,Parma,2.3,1.9,65.0,20814.0,Giorgio Chiellini,4-3-3,Daniele Doveri,Match Report,,24.0,6.0,18.8,2.0,0,0,2019,Juventus
3,2018-09-16,15:00,Serie A,Matchweek 4,Sun,Home,W,2,1,Sassuolo,2.4,0.8,43.0,40563.0,Sami Khedira,4-3-1-2,Daniele Chiffi,Match Report,,18.0,4.0,15.7,1.0,0,0,2019,Juventus
5,2018-09-23,20:30,Serie A,Matchweek 5,Sun,Away,W,2,0,Frosinone,3.0,0.1,72.0,16000.0,Giorgio Chiellini,4-3-3,Piero Giacomelli,Match Report,,29.0,7.0,19.0,2.0,0,0,2019,Juventus
6,2018-09-26,21:00,Serie A,Matchweek 6,Wed,Home,W,2,0,Bologna,1.1,0.3,76.0,38472.0,Andrea Barzagli,3-5-1-1,Maurizio Mariani,Match Report,,15.0,8.0,20.7,1.0,0,0,2019,Juventus
7,2018-09-29,18:00,Serie A,Matchweek 7,Sat,Home,W,3,1,Napoli,2.8,1.5,51.0,39252.0,Giorgio Chiellini,4-3-1-2,Luca Banti,Match Report,,17.0,9.0,16.9,1.0,0,0,2019,Juventus
9,2018-10-06,18:00,Serie A,Matchweek 8,Sat,Away,W,2,0,Udinese,2.3,0.7,60.0,25000.0,Giorgio Chiellini,4-3-3,Rosario Abisso,Match Report,,21.0,7.0,15.7,0.0,0,0,2019,Juventus
10,2018-10-20,18:00,Serie A,Matchweek 9,Sat,Home,D,1,1,Genoa,1.8,1.0,63.0,37735.0,Leonardo Bonucci,4-3-3,Federico La Penna,Match Report,,21.0,3.0,17.8,0.0,0,0,2019,Juventus
12,2018-10-27,18:00,Serie A,Matchweek 10,Sat,Away,W,2,1,Empoli,1.7,0.3,57.0,15889.0,Paulo Dybala,4-4-2,Giampaolo Calvarese,Match Report,,19.0,6.0,20.3,1.0,1,1,2019,Juventus
13,2018-11-03,20:30,Serie A,Matchweek 11,Sat,Home,W,3,1,Cagliari,1.8,0.7,53.0,40644.0,Paulo Dybala,4-3-3,Maurizio Mariani,Match Report,,16.0,3.0,16.4,1.0,0,0,2019,Juventus
15,2018-11-11,20:30,Serie A,Matchweek 12,Sun,Away,W,2,0,Milan,1.3,0.9,59.0,74729.0,Giorgio Chiellini,4-3-3,Paolo Mazzoleni,Match Report,,15.0,6.0,19.2,2.0,0,0,2019,Juventus
16,2018-11-24,18:00,Serie A,Matchweek 13,Sat,Home,W,2,0,SPAL,1.6,0.5,45.0,41052.0,Mario Mandžukić,4-4-2,Federico La Penna,Match Report,,15.0,7.0,19.2,0.0,0,0,2019,Juventus
18,2018-12-01,18:00,Serie A,Matchweek 14,Sat,Away,W,3,0,Fiorentina,1.7,1.3,54.0,40872.0,Giorgio Chiellini,4-2-3-1,Daniele Orsato,Match Report,,15.0,5.0,23.1,4.0,1,1,2019,Juventus
19,2018-12-07,20:30,Serie A,Matchweek 15,Fri,Home,W,1,0,Inter,1.5,1.0,50.0,41495.0,Giorgio Chiellini,4-3-3,Massimiliano Irrati,Match Report,,18.0,5.0,17.2,1.0,0,0,2019,Juventus
21,2018-12-15,20:30,Serie A,Matchweek 16,Sat,Away,W,1,0,Torino,1.6,0.5,58.0,26588.0,Giorgio Chiellini,4-3-3,Marco Guida,Match Report,,11.0,3.0,19.8,1.0,1,1,2019,Juventus
22,2018-12-22,20:30,Serie A,Matchweek 17,Sat,Home,W,1,0,Roma,1.5,0.4,50.0,40069.0,Giorgio Chiellini,4-3-3,Davide Massa,Match Report,,20.0,6.0,16.6,0.0,0,0,2019,Juventus
23,2018-12-26,15:00,Serie A,Matchweek 18,Wed,Away,D,2,2,Atalanta,1.1,1.4,49.0,19787.0,Giorgio Chiellini,4-3-3,Luca Banti,Match Report,,12.0,2.0,18.5,0.0,0,0,2019,Juventus
24,2018-12-29,12:30,Serie A,Matchweek 19,Sat,Home,W,2,1,Sampdoria,1.4,1.7,55.0,40641.0,Giorgio Chiellini,4-3-3,Paolo Valeri,Match Report,,16.0,7.0,20.6,0.0,1,1,2019,Juventus
27,2019-01-21,20:30,Serie A,Matchweek 20,Mon,Home,W,3,0,Chievo,3.2,0.5,61.0,30239.0,Giorgio Chiellini,4-4-2,Marco Piccinini,Match Report,,25.0,9.0,20.1,0.0,0,1,2019,Juventus
28,2019-01-27,20:30,Serie A,Matchweek 21,Sun,Away,W,2,1,Lazio,1.2,1.6,53.0,60687.0,Paulo Dybala,4-3-2-1,Marco Guida,Match Report,,5.0,2.0,20.4,0.0,1,1,2019,Juventus
30,2019-02-02,20:30,Serie A,Matchweek 22,Sat,Home,D,3,3,Parma,1.9,1.2,68.0,39548.0,Mario Mandžukić,4-3-3,Piero Giacomelli,Match Report,,28.0,7.0,18.7,1.0,0,0,2019,Juventus
31,2019-02-10,18:00,Serie A,Matchweek 23,Sun,Away,W,3,0,Sassuolo,1.6,0.4,51.0,21584.0,Mario Mandžukić,4-4-2,Paolo Mazzoleni,Match Report,,14.0,5.0,15.7,1.0,0,0,2019,Juventus
32,2019-02-15,20:30,Serie A,Matchweek 24,Fri,Home,W,3,0,Frosinone,1.7,0.8,60.0,10570.0,Giorgio Chiellini,4-3-1-2,Antonio Giua,Match Report,,18.0,9.0,18.0,2.0,0,0,2019,Juventus
34,2019-02-24,15:00,Serie A,Matchweek 25,Sun,Away,W,1,0,Bologna,0.6,1.2,50.0,28934.0,Mario Mandžukić,4-3-3,Giampaolo Calvarese,Match Report,,7.0,4.0,14.1,0.0,0,0,2019,Juventus
35,2019-03-03,20:30,Serie A,Matchweek 26,Sun,Away,W,2,1,Napoli,0.3,2.1,37.0,42667.0,Giorgio Chiellini,4-4-2,Gianluca Rocchi,Match Report,,6.0,3.0,20.4,1.0,0,0,2019,Juventus
36,2019-03-08,20:30,Serie A,Matchweek 27,Fri,Home,W,4,1,Udinese,2.3,0.2,61.0,39987.0,Andrea Barzagli,3-4-3,Daniele Chiffi,Match Report,,16.0,5.0,17.1,0.0,1,1,2019,Juventus
38,2019-03-17,12:30,Serie A,Matchweek 28,Sun,Away,L,0,2,Genoa,0.3,1.3,59.0,30695.0,Paulo Dybala,3-1-4-2,Marco Di Bello,Match Report,,6.0,0.0,16.4,0.0,0,0,2019,Juventus
39,2019-03-30,18:00,Serie A,Matchweek 29,Sat,Home,W,1,0,Empoli,1.5,0.3,43.0,39290.0,Giorgio Chiellini,4-4-2,Federico La Penna,Match Report,,15.0,3.0,19.2,1.0,0,0,2019,Juventus
40,2019-04-02,21:00,Serie A,Matchweek 30,Tue,Away,W,2,0,Cagliari,2.5,0.5,55.0,15958.0,Giorgio Chiellini,3-4-3,Piero Giacomelli,Match Report,,17.0,6.0,15.5,1.0,0,0,2019,Juventus
41,2019-04-06,18:00,Serie A,Matchweek 31,Sat,Home,W,2,1,Milan,1.9,1.3,47.0,40057.0,Mario Mandžukić,3-5-2,Michael Fabbri,Match Report,,11.0,4.0,15.0,0.0,1,1,2019,Juventus
43,2019-04-13,15:00,Serie A,Matchweek 32,Sat,Away,L,1,2,SPAL,0.5,1.2,57.0,16000.0,Andrea Barzagli,3-5-2,Daniele Doveri,Match Report,,11.0,3.0,21.1,0.0,0,0,2019,Juventus
45,2019-04-20,18:00,Serie A,Matchweek 33,Sat,Home,W,2,1,Fiorentina,1.0,1.5,60.0,40339.0,Leonardo Bonucci,4-4-2,Fabrizio Pasqua,Match Report,,18.0,4.0,19.6,0.0,0,0,2019,Juventus
46,2019-04-27,20:30,Serie A,Matchweek 34,Sat,Away,D,1,1,Inter,0.6,1.1,46.0,73855.0,Giorgio Chiellini,4-4-2,Luca Banti,Match Report,,10.0,3.0,23.6,0.0,0,0,2019,Juventus
47,2019-05-03,20:30,Serie A,Matchweek 35,Fri,Home,D,1,1,Torino,1.5,0.6,58.0,38530.0,Giorgio Chiellini,4-4-2,Daniele Orsato,Match Report,,16.0,4.0,17.6,0.0,0,0,2019,Juventus
48,2019-05-12,20:30,Serie A,Matchweek 36,Sun,Away,L,0,2,Roma,1.0,1.4,63.0,50825.0,Giorgio Chiellini,4-4-2,Davide Massa,Match Report,,7.0,4.0,16.3,0.0,0,0,2019,Juventus
49,2019-05-19,20:30,Serie A,Matchweek 37,Sun,Home,D,1,1,Atalanta,1.0,1.3,63.0,39531.0,Andrea Barzagli,4-4-2,Gianluca Rocchi,Match Report,,15.0,4.0,20.2,1.0,0,0,2019,Juventus
50,2019-05-26,18:00,Serie A,Matchweek 38,Sun,Away,L,0,2,Sampdoria,0.5,0.7,47.0,22856.0,Giorgio Chiellini,4-4-2,Luigi Nasca,Match Report,,11.0,1.0,21.4,0.0,0,0,2019,Juventus
0,2018-08-18,20:30,Serie A,Matchweek 1,Sat,Away,W,2,1,Lazio,1.4,1.0,65.0,32000.0,Marek Hamšík,4-3-3,Luca Banti,Match Report,,10.0,3.0,17.6,0.0,0,0,2019,Napoli
1,2018-08-25,20:30,Serie A,Matchweek 2,Sat,Home,W,3,2,Milan,1.4,0.7,50.0,34474.0,Marek Hamšík,4-3-3,Paolo Valeri,Match Report,,24.0,8.0,19.7,0.0,0,0,2019,Napoli
2,2018-09-02,20:30,Serie A,Matchweek 3,Sun,Away,L,0,3,Sampdoria,1.2,0.8,52.0,19835.0,Lorenzo Insigne,4-3-3,Davide Massa,Match Report,,18.0,4.0,22.2,1.0,0,0,2019,Napoli
3,2018-09-15,18:00,Serie A,Matchweek 4,Sat,Home,W,1,0,Fiorentina,1.4,0.3,57.0,20131.0,Marek Hamšík,4-3-3,Michael Fabbri,Match Report,,22.0,4.0,18.7,2.0,0,0,2019,Napoli
