,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
34,2021-05-12,18:00,Bundesliga,Matchweek 31,Wed,Home,L,1,2,Hertha BSC,0.9,1.5,45.0,,Sead Kolašinac,3-1-4-2,Markus Schmidt,Match Report,,12.0,1.0,16.0,0.0,0.0,0.0,2021,Schalke 04
35,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,W,4,3,Eint Frankfurt,2.8,3.1,36.0,,Klaas-Jan Huntelaar,3-5-2,Sven Jablonski,Match Report,,10.0,5.0,15.4,0.0,0.0,1.0,2021,Schalke 04
36,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,1,Köln,0.4,2.0,35.0,,Ralf Fährmann,3-5-2,Daniel Siebert,Match Report,,6.0,0.0,17.7,0.0,0.0,0.0,2021,Schalke 04
2,2019-08-16,20:30,Bundesliga,Matchweek 1,Fri,Home,D,2,2,Hertha BSC,2.5,1.1,70.0,75000.0,Manuel Neuer,4-3-3,Harm Osmers,Match Report,,16.0,6.0,17.0,1.0,1.0,1.0,2020,Bayern Munich
3,2019-08-24,18:30,Bundesliga,Matchweek 2,Sat,Away,W,3,0,Schalke 04,1.5,0.8,66.0,62271.0,Manuel Neuer,4-3-3,Marco Fritz,Match Report,,9.0,5.0,17.4,1.0,1.0,1.0,2020,Bayern Munich
4,2019-08-31,15:30,Bundesliga,Matchweek 3,Sat,Home,W,6,1,Mainz 05,2.9,0.8,67.0,75000.0,Manuel Neuer,4-2-3-1,Markus Schmidt,Match Report,,18.0,9.0,15.6,2.0,0.0,0.0,2020,Bayern Munich
5,2019-09-14,18:30,Bundesliga,Matchweek 4,Sat,Away,D,1,1,RB Leipzig,1.4,1.5,68.0,42146.0,Manuel Neuer,4-2-3-1,Sascha Stegemann,Match Report,,14.0,7.0,16.8,0.0,0.0,0.0,2020,Bayern Munich
7,2019-09-21,15:30,Bundesliga,Matchweek 5,Sat,Home,W,4,0,Köln,2.7,1.2,60.0,75000.0,Manuel Neuer,4-2-3-1,Patrick Ittrich,Match Report,,24.0,4.0,18.1,1.0,1.0,1.0,2020,Bayern Munich
8,2019-09-28,15:30,Bundesliga,Matchweek 6,Sat,Away,W,3,2,Paderborn 07,3.1,0.3,64.0,15000.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,18.0,6.0,16.1,1.0,0.0,0.0,2020,Bayern Munich
10,2019-10-05,15:30,Bundesliga,Matchweek 7,Sat,Home,L,1,2,Hoffenheim,2.1,0.8,64.0,75000.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,20.0,4.0,17.4,0.0,0.0,0.0,2020,Bayern Munich
11,2019-10-19,15:30,Bundesliga,Matchweek 8,Sat,Away,D,2,2,Augsburg,3.1,2.3,77.0,30660.0,Manuel Neuer,4-2-3-1,Daniel Siebert,Match Report,,24.0,8.0,17.0,0.0,0.0,0.0,2020,Bayern Munich
13,2019-10-26,15:30,Bundesliga,Matchweek 9,Sat,Home,W,2,1,Union Berlin,2.7,1.7,65.0,75000.0,Manuel Neuer,4-1-4-1,Marco Fritz,Match Report,,20.0,10.0,18.6,0.0,0.0,0.0,2020,Bayern Munich
15,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,5,Eint Frankfurt,1.7,3.3,60.0,51500.0,Manuel Neuer,4-2-3-1,Markus Schmidt,Match Report,,8.0,3.0,15.4,0.0,0.0,0.0,2020,Bayern Munich
17,2019-11-09,18:30,Bundesliga,Matchweek 11,Sat,Home,W,4,0,Dortmund,3.7,0.7,60.0,75000.0,Manuel Neuer,4-1-4-1,Felix Zwayer,Match Report,,18.0,5.0,15.5,0.0,0.0,0.0,2020,Bayern Munich
18,2019-11-23,15:30,Bundesliga,Matchweek 12,Sat,Away,W,4,0,Düsseldorf,3.7,0.7,70.0,53000.0,Manuel Neuer,4-1-4-1,Frank Willenborg,Match Report,,17.0,5.0,12.9,1.0,0.0,0.0,2020,Bayern Munich
20,2019-11-30,18:30,Bundesliga,Matchweek 13,Sat,Home,L,1,2,Leverkusen,2.8,1.3,74.0,75000.0,Manuel Neuer,4-1-4-1,Guido Winkmann,Match Report,,23.0,11.0,17.1,1.0,0.0,0.0,2020,Bayern Munich
21,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,2,M'Gladbach,1.5,1.2,62.0,54022.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,16.0,5.0,15.6,0.0,0.0,0.0,2020,Bayern Munich
23,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Home,W,6,1,Werder Bremen,5.5,0.6,73.0,75000.0,Manuel Neuer,4-2-3-1,Robert Schröder,Match Report,,28.0,14.0,16.7,0.0,0.0,0.0,2020,Bayern Munich
24,2019-12-18,20:30,Bundesliga,Matchweek 16,Wed,Away,W,3,1,Freiburg,4.3,2.1,64.0,24000.0,Manuel Neuer,4-3-3,Sascha Stegemann,Match Report,,22.0,9.0,15.8,0.0,0.0,0.0,2020,Bayern Munich
25,2019-12-21,15:30,Bundesliga,Matchweek 17,Sat,Home,W,2,0,Wolfsburg,1.5,0.9,69.0,75000.0,Manuel Neuer,4-3-3,Christian Dingert,Match Report,,18.0,8.0,19.4,1.0,0.0,0.0,2020,Bayern Munich
26,2020-01-19,15:30,Bundesliga,Matchweek 18,Sun,Away,W,4,0,Hertha BSC,3.3,1.0,67.0,74667.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,19.0,10.0,15.0,0.0,1.0,1.0,2020,Bayern Munich
27,2020-01-25,18:30,Bundesliga,Matchweek 19,Sat,Home,W,5,0,Schalke 04,3.7,0.4,75.0,75000.0,Manuel Neuer,4-2-3-1,Manuel Gräfe,Match Report,,24.0,14.0,15.3,1.0,0.0,0.0,2020,Bayern Munich
28,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Mainz 05,2.0,0.4,68.0,33305.0,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,13.0,5.0,14.5,0.0,0.0,0.0,2020,Bayern Munich
30,2020-02-09,18:00,Bundesliga,Matchweek 21,Sun,Home,D,0,0,RB Leipzig,1.3,1.5,69.0,75000.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,11.0,2.0,12.3,0.0,0.0,0.0,2020,Bayern Munich
31,2020-02-16,15:30,Bundesliga,Matchweek 22,Sun,Away,W,4,1,Köln,2.6,2.5,61.0,50000.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,24.0,8.0,18.2,0.0,0.0,0.0,2020,Bayern Munich
32,2020-02-21,20:30,Bundesliga,Matchweek 23,Fri,Home,W,3,2,Paderborn 07,3.1,1.7,71.0,75000.0,Manuel Neuer,3-4-3,Markus Schmidt,Match Report,,18.0,9.0,13.7,0.0,0.0,0.0,2020,Bayern Munich
34,2020-02-29,15:30,Bundesliga,Matchweek 24,Sat,Away,W,6,0,Hoffenheim,4.2,0.3,66.0,30150.0,Manuel Neuer,4-2-3-1,Christian Dingert,Match Report,,25.0,11.0,13.8,0.0,0.0,0.0,2020,Bayern Munich
36,2020-03-08,15:30,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Augsburg,3.5,0.7,73.0,75000.0,Manuel Neuer,4-2-3-1,Bibiana Steinhaus,Match Report,,18.0,6.0,13.6,0.0,0.0,0.0,2020,Bayern Munich
37,2020-05-17,18:00,Bundesliga,Matchweek 26,Sun,Away,W,2,0,Union Berlin,1.5,0.6,67.0,,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,12.0,2.0,20.6,1.0,1.0,1.0,2020,Bayern Munich
38,2020-05-23,18:30,Bundesliga,Matchweek 27,Sat,Home,W,5,2,Eint Frankfurt,3.0,1.2,65.0,,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,23.0,10.0,17.5,0.0,0.0,0.0,2020,Bayern Munich
39,2020-05-26,18:30,Bundesliga,Matchweek 28,Tue,Away,W,1,0,Dortmund,0.7,0.7,49.0,,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,11.0,4.0,20.6,0.0,0.0,0.0,2020,Bayern Munich
40,2020-05-30,18:30,Bundesliga,Matchweek 29,Sat,Home,W,5,0,Düsseldorf,2.5,0.7,69.0,,Manuel Neuer,4-2-3-1,Robert Hartmann,Match Report,,21.0,8.0,18.4,1.0,0.0,0.0,2020,Bayern Munich
41,2020-06-06,15:30,Bundesliga,Matchweek 30,Sat,Away,W,4,2,Leverkusen,2.8,0.8,52.0,,Manuel Neuer,4-2-3-1,Manuel Gräfe,Match Report,,16.0,10.0,15.7,1.0,0.0,0.0,2020,Bayern Munich
43,2020-06-13,18:30,Bundesliga,Matchweek 31,Sat,Home,W,2,1,M'Gladbach,1.6,1.1,49.0,,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,10.0,5.0,15.5,0.0,0.0,0.0,2020,Bayern Munich
44,2020-06-16,20:30,Bundesliga,Matchweek 32,Tue,Away,W,1,0,Werder Bremen,1.5,0.4,59.0,,Manuel Neuer,4-2-3-1,Harm Osmers,Match Report,,13.0,3.0,15.6,0.0,0.0,0.0,2020,Bayern Munich
45,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Home,W,3,1,Freiburg,2.1,1.7,61.0,,Thomas Müller,4-2-3-1,Sören Storks,Match Report,,23.0,9.0,19.3,0.0,0.0,0.0,2020,Bayern Munich
46,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Away,W,4,0,Wolfsburg,3.3,0.9,60.0,,Manuel Neuer,4-2-3-1,Patrick Ittrich,Match Report,,15.0,8.0,16.7,0.0,1.0,1.0,2020,Bayern Munich
2,2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Home,W,5,1,Augsburg,3.2,0.9,78.0,81365.0,Marco Reus,4-2-3-1,Frank Willenborg,Match Report,,22.0,9.0,16.5,0.0,0.0,0.0,2020,Dortmund
3,2019-08-23,20:30,Bundesliga,Matchweek 2,Fri,Away,W,3,1,Köln,2.2,0.9,73.0,50000.0,Marco Reus,4-2-3-1,Christian Dingert,Match Report,,14.0,6.0,18.3,1.0,0.0,0.0,2020,Dortmund
4,2019-08-31,18:30,Bundesliga,Matchweek 3,Sat,Away,L,1,3,Union Berlin,1.7,1.4,73.0,22012.0,Marco Reus,4-2-3-1,Felix Brych,Match Report,,13.0,2.0,20.6,1.0,0.0,0.0,2020,Dortmund
5,2019-09-14,15:30,Bundesliga,Matchweek 4,Sat,Home,W,4,0,Leverkusen,2.9,0.9,33.0,81365.0,Marco Reus,4-2-3-1,Daniel Siebert,Match Report,,9.0,7.0,10.4,0.0,0.0,0.0,2020,Dortmund
7,2019-09-22,18:00,Bundesliga,Matchweek 5,Sun,Away,D,2,2,Eint Frankfurt,1.9,1.3,62.0,51500.0,Marco Reus,4-2-3-1,Markus Schmidt,Match Report,,16.0,7.0,14.7,1.0,0.0,0.0,2020,Dortmund
8,2019-09-28,18:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Werder Bremen,1.5,0.8,65.0,81365.0,Marco Reus,4-2-3-1,Deniz Aytekin,Match Report,,18.0,7.0,16.7,0.0,0.0,0.0,2020,Dortmund
10,2019-10-05,15:30,Bundesliga,Matchweek 7,Sat,Away,D,2,2,Freiburg,0.8,0.3,65.0,24000.0,Marco Reus,4-2-3-1,Sven Jablonski,Match Report,,8.0,4.0,16.4,0.0,0.0,0.0,2020,Dortmund
11,2019-10-19,18:30,Bundesliga,Matchweek 8,Sat,Home,W,1,0,M'Gladbach,1.5,2.6,54.0,81365.0,Marco Reus,4-4-2,Sascha Stegemann,Match Report,,16.0,7.0,14.5,0.0,0.0,0.0,2020,Dortmund
13,2019-10-26,15:30,Bundesliga,Matchweek 9,Sat,Away,D,0,0,Schalke 04,0.3,1.1,56.0,61873.0,Marco Reus,4-2-3-1,Felix Brych,Match Report,,8.0,3.0,20.8,0.0,0.0,0.0,2020,Dortmund
15,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Home,W,3,0,Wolfsburg,2.2,1.5,64.0,80200.0,Marco Reus,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,19.7,1.0,1.0,1.0,2020,Dortmund
17,2019-11-09,18:30,Bundesliga,Matchweek 11,Sat,Away,L,0,4,Bayern Munich,0.7,3.7,40.0,75000.0,Mats Hummels,4-2-3-1,Felix Zwayer,Match Report,,2.0,0.0,6.0,0.0,0.0,0.0,2020,Dortmund
18,2019-11-22,20:30,Bundesliga,Matchweek 12,Fri,Home,D,3,3,Paderborn 07,1.8,2.1,67.0,81365.0,Marco Reus,4-2-3-1,Christian Dingert,Match Report,,17.0,7.0,14.3,0.0,0.0,0.0,2020,Dortmund
20,2019-11-30,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,1,Hertha BSC,1.2,1.0,51.0,74667.0,Marco Reus,3-4-3,Sven Jablonski,Match Report,,7.0,5.0,15.2,0.0,0.0,0.0,2020,Dortmund
21,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Home,W,5,0,Düsseldorf,3.7,0.1,73.0,81365.0,Marco Reus,3-4-3,Daniel Siebert,Match Report,,23.0,10.0,18.2,0.0,0.0,0.0,2020,Dortmund
23,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Away,W,4,0,Mainz 05,1.4,0.3,62.0,33305.0,Marco Reus,3-4-3,Benjamin Cortus,Match Report,,18.0,7.0,16.6,0.0,0.0,0.0,2020,Dortmund
24,2019-12-17,20:30,Bundesliga,Matchweek 16,Tue,Home,D,3,3,RB Leipzig,1.8,2.2,56.0,80200.0,Marco Reus,3-4-3,Tobias Stieler,Match Report,,14.0,6.0,13.2,0.0,0.0,0.0,2020,Dortmund
25,2019-12-20,20:30,Bundesliga,Matchweek 17,Fri,Away,L,1,2,Hoffenheim,2.2,1.3,51.0,30150.0,Mats Hummels,3-4-3,Felix Zwayer,Match Report,,12.0,5.0,13.6,0.0,0.0,0.0,2020,Dortmund
26,2020-01-18,15:30,Bundesliga,Matchweek 18,Sat,Away,W,5,3,Augsburg,3.7,1.8,70.0,30660.0,Marco Reus,3-4-3,Manuel Gräfe,Match Report,,17.0,8.0,16.8,0.0,0.0,0.0,2020,Dortmund
27,2020-01-24,20:30,Bundesliga,Matchweek 19,Fri,Home,W,5,1,Köln,2.8,1.1,59.0,81365.0,Marco Reus,3-4-3,Harm Osmers,Match Report,,14.0,9.0,13.2,1.0,0.0,0.0,2020,Dortmund
28,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,0,Union Berlin,2.9,0.4,66.0,81365.0,Marco Reus,3-4-3,Benjamin Cortus,Match Report,,12.0,6.0,17.3,1.0,1.0,1.0,2020,Dortmund
30,2020-02-08,18:30,Bundesliga,Matchweek 21,Sat,Away,L,3,4,Leverkusen,0.9,1.3,49.0,30210.0,Mats Hummels,4-2-3-1,Markus Schmidt,Match Report,,12.0,6.0,15.6,0.0,0.0,0.0,2020,Dortmund
31,2020-02-14,20:30,Bundesliga,Matchweek 22,Fri,Home,W,4,0,Eint Frankfurt,1.7,0.0,63.0,81365.0,Łukasz Piszczek,3-4-3,Bastian Dankert,Match Report,,17.0,7.0,21.0,2.0,0.0,0.0,2020,Dortmund
33,2020-02-22,15:30,Bundesliga,Matchweek 23,Sat,Away,W,2,0,Werder Bremen,1.5,0.3,64.0,42100.0,Łukasz Piszczek,3-4-3,Marco Fritz,Match Report,,12.0,6.0,18.1,0.0,0.0,0.0,2020,Dortmund
34,2020-02-29,15:30,Bundesliga,Matchweek 24,Sat,Home,W,1,0,Freiburg,1.3,0.9,64.0,81365.0,Łukasz Piszczek,3-4-3,Robert Hartmann,Match Report,,16.0,2.0,19.9,1.0,0.0,0.0,2020,Dortmund
35,2020-03-07,18:30,Bundesliga,Matchweek 25,Sat,Away,W,2,1,M'Gladbach,1.2,2.4,54.0,53877.0,Łukasz Piszczek,3-4-3,Sascha Stegemann,Match Report,,10.0,4.0,13.8,0.0,0.0,0.0,2020,Dortmund
37,2020-05-16,15:30,Bundesliga,Matchweek 26,Sat,Home,W,4,0,Schalke 04,1.3,0.5,59.0,,Łukasz Piszczek,3-4-3,Deniz Aytekin,Match Report,,11.0,4.0,17.3,1.0,0.0,0.0,2020,Dortmund
38,2020-05-23,15:30,Bundesliga,Matchweek 27,Sat,Away,W,2,0,Wolfsburg,1.0,0.6,61.0,,Łukasz Piszczek,3-4-3,Daniel Siebert,Match Report,,6.0,2.0,17.2,0.0,0.0,0.0,2020,Dortmund
39,2020-05-26,18:30,Bundesliga,Matchweek 28,Tue,Home,L,0,1,Bayern Munich,0.7,0.7,51.0,,Łukasz Piszczek,3-4-3,Tobias Stieler,Match Report,,13.0,4.0,19.9,1.0,0.0,0.0,2020,Dortmund
40,2020-05-31,18:00,Bundesliga,Matchweek 29,Sun,Away,W,6,1,Paderborn 07,3.9,1.2,65.0,,Łukasz Piszczek,3-4-3,Daniel Siebert,Match Report,,16.0,10.0,13.2,0.0,0.0,0.0,2020,Dortmund
41,2020-06-06,18:30,Bundesliga,Matchweek 30,Sat,Home,W,1,0,Hertha BSC,1.8,0.2,63.0,,Łukasz Piszczek,3-4-3,Harm Osmers,Match Report,,13.0,3.0,14.9,1.0,0.0,0.0,2020,Dortmund
42,2020-06-13,15:30,Bundesliga,Matchweek 31,Sat,Away,W,1,0,Düsseldorf,0.7,0.3,62.0,,Łukasz Piszczek,3-4-3,Sascha Stegemann,Match Report,,6.0,3.0,21.8,0.0,0.0,0.0,2020,Dortmund
43,2020-06-17,20:30,Bundesliga,Matchweek 32,Wed,Home,L,0,2,Mainz 05,1.3,1.7,69.0,,Łukasz Piszczek,3-4-3,Frank Willenborg,Match Report,,16.0,4.0,17.6,1.0,0.0,0.0,2020,Dortmund
44,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Away,W,2,0,RB Leipzig,2.8,1.2,53.0,,Łukasz Piszczek,3-4-3,Felix Zwayer,Match Report,,11.0,7.0,14.7,1.0,0.0,0.0,2020,Dortmund
45,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Home,L,0,4,Hoffenheim,0.2,3.9,59.0,,Łukasz Piszczek,3-4-3,Guido Winkmann,Match Report,,7.0,4.0,24.5,0.0,0.0,0.0,2020,Dortmund
1,2019-08-18,18:00,Bundesliga,Matchweek 1,Sun,Away,W,4,0,Union Berlin,3.4,1.0,64.0,22467.0,Willi Orban,3-4-3,Markus Schmidt,Match Report,,14.0,8.0,11.8,0.0,0.0,0.0,2020,RB Leipzig
2,2019-08-25,15:30,Bundesliga,Matchweek 2,Sun,Home,W,2,1,Eint Frankfurt,1.4,1.0,44.0,40108.0,Willi Orban,3-4-3,Benjamin Cortus,Match Report,,12.0,5.0,17.1,0.0,0.0,0.0,2020,RB Leipzig
3,2019-08-30,20:30,Bundesliga,Matchweek 3,Fri,Away,W,3,1,M'Gladbach,2.9,1.6,51.0,47327.0,Willi Orban,4-4-2,Sven Jablonski,Match Report,,14.0,6.0,14.8,0.0,0.0,0.0,2020,RB Leipzig
4,2019-09-14,18:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,Bayern Munich,1.5,1.4,32.0,42146.0,Willi Orban,3-4-3,Sascha Stegemann,Match Report,,11.0,4.0,19.0,0.0,1.0,1.0,2020,RB Leipzig
6,2019-09-21,18:30,Bundesliga,Matchweek 5,Sat,Away,W,3,0,Werder Bremen,1.5,0.7,53.0,40550.0,Willi Orban,3-1-4-2,Tobias Stieler,Match Report,,14.0,7.0,19.3,1.0,0.0,0.0,2020,RB Leipzig
7,2019-09-28,15:30,Bundesliga,Matchweek 6,Sat,Home,L,1,3,Schalke 04,1.3,3.2,65.0,42146.0,Willi Orban,4-2-2-2,Manuel Gräfe,Match Report,,16.0,6.0,19.3,0.0,0.0,0.0,2020,RB Leipzig
9,2019-10-05,15:30,Bundesliga,Matchweek 7,Sat,Away,D,1,1,Leverkusen,2.7,1.8,36.0,26355.0,Willi Orban,4-4-2,Marco Fritz,Match Report,,11.0,5.0,14.6,0.0,0.0,0.0,2020,RB Leipzig
10,2019-10-19,15:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,Wolfsburg,1.2,1.3,56.0,39182.0,Willi Orban,4-4-2,Deniz Aytekin,Match Report,,15.0,5.0,19.3,0.0,0.0,0.0,2020,RB Leipzig
12,2019-10-26,15:30,Bundesliga,Matchweek 9,Sat,Away,L,1,2,Freiburg,2.5,2.1,59.0,24000.0,Willi Orban,3-5-2,Harm Osmers,Match Report,,24.0,6.0,20.8,1.0,0.0,0.0,2020,RB Leipzig
14,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Home,W,8,0,Mainz 05,3.3,0.6,67.0,38517.0,Diego Demme,4-4-2,Guido Winkmann,Match Report,,18.0,12.0,14.8,1.0,0.0,0.0,2020,RB Leipzig
16,2019-11-09,15:30,Bundesliga,Matchweek 11,Sat,Away,W,4,2,Hertha BSC,2.0,0.6,61.0,48532.0,Diego Demme,4-2-2-2,Sören Storks,Match Report,,9.0,6.0,15.5,0.0,1.0,1.0,2020,RB Leipzig
17,2019-11-23,18:30,Bundesliga,Matchweek 12,Sat,Home,W,4,1,Köln,2.3,0.6,69.0,42036.0,Diego Demme,4-2-2-2,Robert Schröder,Match Report,,20.0,7.0,19.7,3.0,1.0,1.0,2020,RB Leipzig
19,2019-11-30,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3,2,Paderborn 07,1.8,1.6,48.0,13253.0,Diego Demme,4-2-2-2,Bibiana Steinhaus,Match Report,,18.0,6.0,15.1,0.0,0.0,0.0,2020,RB Leipzig
